25-jährige;25-year-old
 Abriß;Demolition
 Absicherung;protection
 Besonderes;special
 Kritikern;critics
 jeglicher;any
 Bundesbahn;Federal Railroad
 abgewiesen;dismissed
 Einerseits;On the one hand
 obendrein;on top of that
 Wohnraum;Living room
 Widersprüche;contradictions
 Mostar;Mostar
 Initiatoren;initiators
 Haaren;hair
 wartete;was waiting
 Merkel;Merkel
 militärisch;military
 Übung;Exercise
 tagsüber;daytime
 unterliegen;subject
 Romantik;Romance
 vierzehn;fourteen
 nebeneinander;side by side
 Eroberung;Conquest
 Winkel;Corner
 gefährlicher;dangerous
 Oberstaatsanwalt;Attorney General
 Bundesaußenminister;German Foreign Minister
 Wahlsieg;Election victory
 Global;Global
 Quartett;Quartet
 erneuert;renewed
 Grundsätze;principles
 sog;so-called
 Effizienz;efficiency
 Philosoph;Philosopher
 Treff;Treff
 glaubten;believed
 Amtsantritt;Office
 Dörfern;villages
 Bühnen;platforms
 ne;ne
 herzlich;warmly
 Nachdenken;Think
 ergänzte;added
 Sponsor;Sponsor
 Entschluß;Decision
 Behinderten;disabled
 meiste;most
 Wunden;wounds
 Personalabbau;Staff reductions
 geflohen;fled
 geehrt;honored
 Höhen;heights
 gelernte;learned
 Recherchen;Research
 Helene;Helene
 sportlich;athletic
 angehen;approach
 etablierten;established
 unterlag;subject
 Rinder;Bovine
 Dreck;Dirt
 Ei;Egg
 e;e
 Allgemeine;General
 Grundgesetzes;Constitution
 Ostberliner;East Berlin
 Hindernis;Obstacle
 Technische;Technical
 Repräsentanten;Representatives
 umgebaut;rebuilt
 Scheibe;Disc
 nominiert;nominated
 Statistische;statistical
 Kenia;Kenya
 drastische;drastic
 angeführt;led
 Überdies;Moreover
 Fiskus;Treasury
 Plastik;Plastic
 verbliebenen;remaining
 verzichtete;waived
 Blockade;Blockade
 Mama;Mummy
 Entwicklungshilfe;Development Assistance
 Verbund;composite
 Tiger;Tiger
 ruhen;rest
 fortgeschrieben;updated
 mithalten;compete
 namentlich;namely
 verwandt;related
 Engagements;commitment
 Anne;Anne
 absehbarer;foreseeable future
 Schluss;Ending
 Konstanz;Constance
 Gen;Gene
 Veto;Veto
 knapper;scarce
 wiederholte;repeated
 Scheiben;discs
 frische;fresh
 verkünden;proclaim
 wirkten;worked
 Anbietern;providers
 mächtige;powerful
 Jakob;Jakob
 Vorgehensweise;Method
 Haushalten;households
 Olga;Olga
 Saudi-Arabien;Saudi Arabia
 schätzungsweise;Estimated
 abgerechnet;billed
 Vorhang;Curtain
 Weltweit;Worldwide
 Spaltung;Cleavage
 Langeweile;Boredom
 Pleite;Broke
 Innenministeriums;Interior Ministry
 Symptome;symptoms
 Abgeordneter;deputy
 bekannter;known
 Stalin;Stalin
 sachlich;factual
 mittag;noon
 Tante;Aunt
 Drucker;Printer
 Route;Route
 antiken;antique
 starkes;strong
 kompletten;complete
 Bürgermeisters;mayor
 häufigsten;frequently
 Börsianer;Stock brokers
 unnötig;unnecessary
 CDU-Fraktion;CDU group
 Südostasien;South East Asia
 Vorabend;Eve
 hinunter;down
 konstant;constant
 weißer;white
 Ethik;Ethics
 V;V
 Abfälle;waste
 tschechische;Czech
 Mailänder;Milan
 Ivan;Ivan
 Mohamed;Mohamed
 Wieviel;How much
 fröhlich;cheerfully
 Zoo;Zoo
 größeres;larger
 Hintergründe;Backgrounds
 Sauerstoff;Oxygen
 Eichel;Acorn
 übertrieben;exaggerated
 Stückliste;Parts list
 deutschem;German
 amtierenden;officiating
 sinnvolle;sensible
 Bibliotheken;libraries
 kämpfte;fought
 Trinkwasser;Drinking water
 SPD-Fraktionschef;SPD party leader
 Salz;Salt
 Martha;Martha
 Rauch;Smoke
 Videos;videos
 drucken;to press
 eingeschlossen;locked in
 gestützt;supported
 Plutonium;Plutonium
 älterer;older
 Ingolstadt;Ingolstadt
 Menschlichkeit;Humanity
 Heimspiel;Home
 Adler;Eagle
 angerichtet;served
 riß;crack
 Phasen;phases
 boten;offered
 verbracht;spent
 erweiterten;extended
 Menschenrechtsverletzungen;Human rights violations
 Nikolaus;Nicholas
 Mitleid;Pity
 Parolen;slogans
 bekomme;get
 Besser;Better
 Zusätze;Additions
 abgeschnitten;cut
 arg;arg
 Routine;Routine
 Tätern;perpetrators
 Afrikas;Africa
 Stadtverordnetenversammlung;City Council
 Beschränkung;Restriction
 Morde;murders
 Erfolgen;Respectively
 Red;red
 ausgeschrieben;advertised
 Hebron;Hebron
 US;US
 d;d
 unverzüglich;immediately
 Zunge;Tongue
 Nationalisten;nationalists
 praktiziert;practiced
 wiegt;weighs
 Felix;Felix
 Kunststoff;Plastic
 Reichweite;Reach
 deutete;pointed
 zurückzukehren;to return
 Smith;Smith
 Satzung;Statute
 Ladung;Charge
 Stichtag;Deadline
 Ltd;Ltd
 zugehörigen;associated
 zutiefst;deeply
 eingeplant;planned
 Albrecht;Albrecht
 Konkurrent;Competitor
 Motoren;Engines
 Normalität;Normality
 Eigenkapital;equity
 Rückschlag;check
 griffen;attacked
 erweiterte;Advanced
 keines;none
 erteilte;issued
 Kalender;Calendar
 kühl;cool
 vage;vague
 bewies;proved
 Beachten;Note
 NRW;NRW
 Personenwagen;Passenger cars
 gefertigt;made
 begründeten;substantiated
 Dasein;To be there
 einfallen;come to mind
 entfalten;unfold
 fangen;to catch
 Gelassenheit;Serenity
 demonstrierten;demonstrated
 Psychologen;psychologists
 erwarb;acquired
 auszubauen;expand
 juristisch;legal
 Automobilindustrie;Automotive industry
 normaler;normal
 Brille;Glasses
 formal;formally
 ausgleichen;balance
 mittelständischen;medium
 US-amerikanischen;US
 Bundesanstalt;Federal Institute
 mitgebracht;brought
 rückgängig;undone
 Buben;Jacks
 verdammt;damned
 stärkeren;stronger
 empfindet;feels
 öffnete;opened
 Lüge;Lie
 Makler;Estate agents
 flüchtete;fled
 ernsthafte;serious
 Polizeibeamte;Police officers
 drohten;threatened
 Nächte;Nights
 Mercedes-Benz;Mercedes Benz
 vormittag;morning
 Anschein;appearance
 Öffentlichkeitsarbeit;Public relation
 Personalkosten;Labor costs
 Erwin;Erwin
 Teufel;Devil
 Innovation;Innovation
 ausgeschieden;excreted
 Befürchtung;Apprehension
 Rufnummer;telephone number
 Reisenden;traveler
 Verstand;Mind
 Elementen;elements
 dienten;served
 änderte;changed
 Problems;problem
 Nach;After
 wie;as
 vor;in front
 Kenner;Kenner
 Taxifahrer;Taxi driver
 Verfassungsgericht;Constitutional Court
 Ad;ad
 dienstags;Tuesdays
 Tübinger;Tübingen
 Komposition;Composition
 Haustür;Front door
 Stadtgebiet;City
 runden;round
 verzögert;delayed
 Dateien;files
 Dimitrios;Dimitrios
 gereicht;served
 sanft;gently
 Gehen;Go
 Research;Research
 Oskar;Oskar
 Tribüne;Tribune
 unzufrieden;dissatisfied
 Gültigkeit;Validity
 verstecken;hide
 Kunsthalle;Art Gallery
 hinterlegen;deposit
 Antisemitismus;anti-Semitism
 Vorfahren;Ancestors
 Akzente;accents
 Begrenzung;limit
 Reisende;Traveler
 Wahlbeteiligung;Voter turnout
 de;de
 la;la
 Schnittstelle;Interface
 Jordanien;Jordan
 Alarm;Alarm
 eignet;suitable
 Wirkungen;effects
 Führungskräfte;Executives
 Christel;Christel
 Wobei;In which
 angewandt;applied
 aufgetaucht;popped up
 vielfältigen;variety
 Schätzung;Estimate
 Sexualität;Sexuality
 gewürdigt;appreciated
 arme;poor
 Diktator;Dictator
 Verschärfung;tightening
 Fenstern;windows
 Arnold;Arnold
 schießt;shoots
 verkürzt;shortened
 Oberbayern;Upper Bavaria
 vorzunehmen;pre
 Landtagswahlen;State elections
 jeher;always
 Mitgliederversammlung;Meeting
 Aufzeichnungen;Records
 Entwicklungsländer;Developing countries
 Gefühlen;feelings
 vwd;vwd
 seltenen;rare
 et;et
 serviert;served
 Dahinter;behind
 Vatikan;Vatican
 Korrekturen;Corrections
 Neubauten;new buildings
 logische;logical
 versäumt;failed
 umzugehen;deal
 Ambitionen;ambitions
 geprägten;embossed
 eingezogen;moved in
 Bundesanwaltschaft;Attorney General
 Analyst;analyst
 zurückgehen;to decline
 deine;yours
 schloss;lock
 FC;FC
 Stabilisierung;Stabilization
 Teils;Part
 Euch;You
 Nationale;national
 Innere;Inner
 Kabarett;Cabaret
 Fundament;Foundation
 Ernennung;Appointment
 vertagt;postponed
 Williams;Williams
 Krupp;Krupp
 wahrlich;truly
 verwundert;surprise
 Zelt;Tent
 Motiven;motifs
 laufe;run
 Reichen;rich
 Lücken;Gaps
 Beihilfe;aid
 Bebauung;development
 Mehrheiten;majorities
 bürgerliche;bourgeois
 Abgesehen;Apart
 Sound;sound
 nächtlichen;night
 ethnischen;ethnic
 mittelständische;medium
 telefonisch;phone
 Fulda;Fulda
 einsteigen;enter
 raten;guess
 Versicherer;Insurer
 Tarifverhandlungen;Collective bargaining
 Gewißheit;Certainty
 Regisseure;directors
 Kostenstelle;Cost centre
 Weit;Far
 Gläubiger;Creditor
 nochmal;again
 Christiane;Christiane
 Wehr;military
 Renovierung;Renovation
 gemalt;painted
 Diesem;this
 Note;Grade
 Palast;Palace
 verfolgte;pursued
 graue;gray
 Schröders;Schroeder
 Nationalismus;Nationalism
 umliegenden;surrounding
 Normalerweise;Usually
 sauer;angry
 begnügen;content
 Tötung;Killing
 Roten;Redden
 anderem;others
 verbundene;connected
 strahlt;shine
 abgestellt;off
 Nachbar;Neighboring
 Libyen;Libya
 verarbeiten;to process
 Talente;talents
 Gedichten;Poems
 Korea;Korea
 Haftstrafe;Prison sentence
 Beckenbauer;Beckenbauer
 Networks;Networks
 Fraktionsvorsitzende;Group leaders
 bekennen;confess
 erstattet;refunded
 Horn;Horn
 bemerkenswert;remarkable
 Werkzeug;Tool
 Trick;Trick
 Rückblick;Review
 Kunstwerke;Works of art
 Überlebenden;Survivors
 regulären;regular
 Papa;Father
 Indiz;Indication
 Kiew;Kiev
 gewagt;daring
 halbwegs;halfway
 Stattdessen;Instead
 schlechthin;par
 besiegt;defeated
 verschiedensten;diverse
 Bemerkungen;Remarks
 Udo;Udo
 beruhigen;soothe
 toll;Great
 dotierten;doped
 vollständigen;complete
 SPD-Chef;SPD leader
 Miami;Miami
 Plakat;Poster
 Süddeutschen;southern Germany
 Zeitung;Newspaper
 Zitat;Quote
 ungeklärt;unclear
 Arbeitern;workers
 Einflüsse;influences
 BND;BND
 Satire;Satire
 Akte;File
 enthaltenen;contained
 Geldpolitik;Monetary policy
 durchsucht;searched
 gab's;gave it
 brav;well-behaved
 Stadtteilen;Districts
 Segment;Segment
 Wochenenden;weekends
 aufgebrochen;broken up
 geraumer;some
 mitteilen;inform
 klang;sound
 Gepäck;Luggage
 effektiv;effectively
 überwiesen;transferred
 römische;Roman
 Warnungen;warnings
 Landesverband;National Association
 Flagge;Flag
 formulieren;formulate
 Ballett;Ballet
 professionellen;professional
 ausgeübt;exercised
 Landung;Landing
 Weisheit;Wisdom
 Slobodan;Slobodan
 Milosevic;Milosevic
 schlichten;simple
 prophezeit;prophesies
 festzulegen;set
 donnerstags;Thursdays
 Mantel;Coat
 eh;eh
 überraschenden;surprising
 überein;match
 Oberursel;Oberursel
 liebevoll;affectionate
 Baden;To bathe
 Taschen;bags
 Werkstätten;Workshops
 ADAC;ADAC
 Flecken;Stains
 verankert;anchored
 Jochen;Jochen
 Gunst;Favor
 populär;popular
 Regierungspartei;Ruling party
 prominente;prominent
 beruft;appeals
 Kanäle;Channels
 Allee;Avenue
 Abweichungen;deviations
 ganzer;whole
 zurückgreifen;To fall back on
 klug;Smart
 hierher;here
 demokratisch;democratically
 eigen;own
 Boston;Boston
 Abtreibung;Abortion
 arabische;Arabic
 siebzig;seventy
 Bebauungsplan;Zoning
 Anschlägen;Attacks
 wissenschaftlicher;scientific
 Des;Of
 WTO;WTO
 kassieren;cash
 Kriterium;Criteria
 Aufträgen;orders
 Tausenden;thousands
 Redakteur;Editor
 Klischees;clichés
 Großstädten;Large cities
 Lehrstellen;apprenticeships
 dein;your
 vorstellbar;to imagine
 Sucht;addiction
 erhob;he lifted
 verschickt;sent
 freundlichen;friendly
 umfasst;includes
 Leder;Leather
 Eins;One
 bezug;reference
 Arzneimittel;Drug
 Staatspräsidenten;President
 auszugleichen;balance
 Absolventen;graduates
 Brecht;Brecht
 abstimmen;vote
 Straßenbahn;Tram
 Nationalsozialisten;National Socialists
 Thüringer;Thuringian
 lieferten;provided
 dänische;Danish
 entspannt;relaxed
 befürwortet;advocates
 prognostiziert;forecast
 Rektor;Rector
 Beiträgen;contributions
 gestritten;quarreled
 füllt;fills
 Ressorts;departments
 zutage;to light
 letztendlich;at long last
 kürzer;shorter
 dünn;thin
 Baumann;Baumann
 umso;more
 Hürde;Hurdle
 verunsichert;insecure
 Technischen;technical
 Planer;Planner
 Belebung;recovery
 Infos;Info
 Anja;Anja
 Desaster;Disaster
 erstens;first
 Buenos;Buenos
 Aires;Aires
 Böse;Angry
 Verknüpfung;Shortcut
 regt;stimulates
 Christian;Christian
 Ude;Ude
 lenken;to steer
 Geschäftstätigkeit;business
 ausverkauft;sold out
 steigender;increasing
 kündigen;cancel
 besetzte;occupied
 90er;90
 Jahre;years
 gegriffen;resorted
 billige;cheap
 beliebten;popular
 wünsche;Wishes
 sang;sang
 Kultusministerium;Ministry of Culture
 eindrucksvoll;impressively
 Zensur;Censorship
 Ost-Berlin;East Berlin
 Staatsanwälte;Prosecutors
 Preußen;Prussia
 Johannes;John
 Rau;Rough
 Marine;Marine
 Erdgas;Natural gas
 erzwingen;force
 anwesend;present
 Schläge;strokes
 unheimlich;creepy
 Pflanze;Plant
 Kühe;cows
 litt;suffered
 derjenigen;those
 grünes;green
 Licht;Light
 nett;kind
 achtzig;eighty
 Größen;sizes
 Heilbronn;Heilbronn
 Globus;Globe
 hindurch;therethrough
 Bodensee;Lake Constance
 Atelier;Studio
 Jugendlicher;young people
 Geliebten;beloved
 kopiert;copied
 Tarifvertrag;Collective agreement
 Kanzlers;Chancellor
 angrenzenden;adjacent
 einmaligen;unique
 Mitarbeiters;employee
 Gehör;hearing
 gemein;common
 Fluggesellschaften;airlines
 Leitungen;Cables
 erstmal;first time
 Offensichtlich;Obviously
 eingeweiht;inaugurated
 befindlichen;located
 inwieweit;to what extent
 Konvention;Convention
 auftauchen;Pop up
 vorsorglich;precaution
 Florenz;Florence
 Avantgarde;Avant-garde
 Ablösung;detachment
 versichern;assure
 Teilchen;particles
 Anbindung;connectivity
 sicherstellen;to ensure
 Lee;Lee
 Diana;Diana
 überdurchschnittlich;above average
 professionelle;professional
 ereignete;occurred
 Gesundheitsreform;Health care reform
 Mobilität;Mobility
 Darstellungen;representations
 hellen;bright
 Jean;Jean
 Monitor;Monitor
 Verspätung;Delay
 Innovationen;innovation
 Christina;Christina
 25jährige;25 years
 Holländer;Dutch
 abzuwarten;to be seen
 vorangegangenen;previous
 Neugier;Curiosity
 mangelt;lacking
 Hauptquartier;Headquarters
 humanitäre;humanitarian
 Kindergeld;Child support
 Filmemacher;Filmmakers
 Deal;Deal
 Europameister;European champion
 drastischen;drastic
 Kohlendioxid;carbon dioxide
 erprobt;tested
 aggressiv;aggressive
 angestellt;hired
 De;de
 erheblicher;considerable
 Entwicklungsländern;Developing countries
 Böden;soils
 SG;SG
 blind;blind
 innovative;innovative
 zusätzlicher;additional
 Astronomen;astronomers
 vorgeschrieben;required
 Augenzeugen;Eyewitnesses
 norwegischen;Norwegian
 Tiergarten;Tiergarten
 regelmäßige;regular
 Kernenergie;Nuclear energy
 Eisenbahn;Railroad
 Sensation;Sensation
 Bekannte;Known
 widersprechen;contradict each other
 Zehntel;Tenth
 nachfolgenden;following
 brauchten;needed
 kombiniert;combined
 Pädagogen;Pedagogues
 steuerliche;tax
 Srebrenica;Srebrenica
 fünfziger;fifties
 Jahre;years
 Sozialdemokrat;Social Democrat
 Goethes;Goethe
 Intendanten;directors
 rutschte;slipped
 Ostdeutschen;East Germans
 begrenzten;limited
 Bremens;Bremen
 wertet;evaluates
 Kronen;Crown
 nähert;approaches
 Nebenwirkungen;Side effects
 moralisch;morally
 Jenseits;Beyond
 vorweisen;show
 Tankstelle;Gas station
 Bayer;Bayer
 Leverkusen;Leverkusen
 Schwelle;Threshold
 liegende;lying
 begrenzte;limited
 optimale;optimal
 parat;ready
 Nationalpark;National Park
 Einschnitte;cuts
 Interessierte;interested
 Hauptrolle;Lead
 Sich;Themselves
 Rover;Rover
 Anstalten;institutions
 Raumfahrt;series
 Steinen;stones
 Hindernisse;obstacles
 Entgegen;Opposite
 lud;invited
 Erschließung;development
 Alptraum;Nightmare
 herrschenden;ruling
 Dayton;Dayton
 Sozialamt;Social Welfare Office
 Jahreszeit;Season
 Verwertung;recovery
 angerufen;Justice
 kündigten;announced
 Würden;would
 Munition;Ammunition
 dreieinhalb;three and a half
 unterliegt;subject
 Sauna;Sauna
 Sporthalle;Gym
 Aufschrift;Inscription
 amtliche;official
 Pence;pence
 In;In
 der;of the
 Regel;Rule
 Magen;Stomach
 Jude;Jew
 steckte;stuck
 Belgrader;Belgrade
 Gnade;Grace
 aufrechterhalten;maintained
 weithin;widely
 heimische;domestic
 Letzte;Latest
 DTB;DTB
 Unbekannten;unknown
 Aufarbeitung;refurbishment
 Reisebüros;Travel agencies
 niedrigere;lower
 Mazedonien;Macedonia
 zentral;central
 wiederholten;repeated
 schimpft;scolds
 Faschismus;Fascism
 Verrat;Treason
 Islamisten;Islamists
 Bekanntgabe;disclosure
 rückläufig;decline
 zusammengeschlossen;together
 orientierten;oriented
 30jährige;30 years
 Blättern;Scroll
 Mandate;mandates
 buchstäblich;literally
 beträchtlich;considerably
 verwalten;manage
 Zeichnung;Drawing
 westdeutsche;West German
 Aktienkurse;Stock prices
 Verstöße;violations
 Friedrichstraße;Friedrichstrasse
 Ratten;rats
 Königreich;Kingdom
 Pension;Pension
 Deckung;Cover
 Erdgeschoß;Ground floor
 unverständlich;incomprehensible
 Mythen;Myths
 englisch;English
 Lagern;To store
 Arbeitszeiten;Working hours
 Sozialstaat;Welfare state
 jünger;younger
 Geruch;Odor
 aufstellen;put up
 wörtlich;literally
 musikalisch;musically
 Zigarette;Cigarette
 Hauptstraße;Main road
 Entsetzen;Fright
 angewendet;applied
 Le;Le
 Sprengstoff;Explosive
 Coup;Coup
 Störung;disorder
 Uniform;Uniform
 steigert;increases
 Seminare;seminars
 Gegenspieler;Opponent
 Fehlern;errors
 mittelalterlichen;medieval
 Orden;Medal
 Thron;Throne
 Agenten;agents
 spektakuläre;spectacular
 OSZE;OSCE
 Kontrast;Contrast
 Senders;transmitter
 Teppich;Carpet
 Titeln;titles
 EUR;EUR
 Erreger;pathogens
 satt;Fed up
 Strafkammer;Trial Chambers
 Ute;Ute
 Julia;Julia
 frage;question
 zahlte;paid
 Prinzen;Prince
 stabilen;stable
 Reports;Reports
 Schade;Pity
 belaufen;amounts
 beantragte;applied for
 Carl;Carl
 Einnahme;ingestion
 aneinander;to each other
 sid;sid
 beläuft;amounts
 Fahrten;trips
 Rems-Murr-Kreis;Rems-Murr-Kreis
 Südafrikas;South Africa
 Uhren;watches
 Rosa;Pink
 Brauerei;Brewery
 erstaunt;amazed
